epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,1048.82,0.8956,0.72152,1.01747,0.89825,0.8661,0.90829,0.59411,1.24271,0.62915,1.16347,3.62584e-05,3.62584e-05,3.62584e-05
88,1060.71,0.89913,0.70818,1.02662,0.90286,0.87221,0.9109,0.59415,1.24169,0.62893,1.16313,3.38428e-05,3.38428e-05,3.38428e-05
89,1073.13,0.8877,0.70453,1.01482,0.90026,0.86611,0.9106,0.59662,1.24006,0.62691,1.15901,3.14272e-05,3.14272e-05,3.14272e-05
90,1085.97,0.87845,0.69897,1.01589,0.89441,0.87572,0.91115,0.59737,1.23785,0.62289,1.16063,2.90116e-05,2.90116e-05,2.90116e-05
91,1126.17,0.8662,0.62609,1.00968,0.91128,0.85205,0.91091,0.59158,1.24576,0.63593,1.16258,2.6596e-05,2.6596e-05,2.6596e-05
92,1138.1,0.84772,0.61305,1.0008,0.90927,0.85812,0.91371,0.59397,1.2466,0.63249,1.16339,2.41804e-05,2.41804e-05,2.41804e-05
93,1149.54,0.84751,0.61027,1.00055,0.91011,0.86177,0.91127,0.59563,1.2392,0.62873,1.16178,2.17648e-05,2.17648e-05,2.17648e-05
94,1160.97,0.8396,0.61019,1.00923,0.91118,0.86941,0.9121,0.59445,1.23979,0.62799,1.16083,1.93492e-05,1.93492e-05,1.93492e-05
95,1172.52,0.83755,0.61545,0.99714,0.90586,0.87332,0.9121,0.59212,1.24386,0.62679,1.16427,1.69336e-05,1.69336e-05,1.69336e-05
96,1184.27,0.85364,0.63662,1.0158,0.89236,0.87681,0.91322,0.59561,1.24413,0.6289,1.1635,1.4518e-05,1.4518e-05,1.4518e-05
97,1195.75,0.82767,0.5945,0.99217,0.90398,0.86763,0.91089,0.59484,1.24509,0.62657,1.16451,1.21024e-05,1.21024e-05,1.21024e-05
98,1207.49,0.81822,0.58602,0.99061,0.92665,0.84977,0.9131,0.59479,1.24482,0.62859,1.16351,9.6868e-06,9.6868e-06,9.6868e-06
99,1219.16,0.81334,0.59048,0.98852,0.92229,0.85716,0.91296,0.59458,1.24571,0.62673,1.16362,7.2712e-06,7.2712e-06,7.2712e-06
100,1230.98,0.8104,0.58257,0.9836,0.92432,0.85304,0.91238,0.59407,1.24414,0.62535,1.16474,4.8556e-06,4.8556e-06,4.8556e-06
